artist_id,artist_name,external_url
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,https://api.spotify.com/v1/artists/5Pwc4xIPtQLFEnJriah9YJ
5y2Xq6xcjJb2jVM54GHK3t,John Legend,https://api.spotify.com/v1/artists/5y2Xq6xcjJb2jVM54GHK3t
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,https://api.spotify.com/v1/artists/0Y5tJX1MQlPlqiwlOH1tJY
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,https://api.spotify.com/v1/artists/5BcAKTbp20cv7tC5VqPFoC
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,https://api.spotify.com/v1/artists/3JhNCzhSMTxs9WLGJJxWOY
4myTppRgh0rojLxx8RycOp,Ryan Lewis,https://api.spotify.com/v1/artists/4myTppRgh0rojLxx8RycOp
4e0nWw2r4BoQSKPQ2zpU13,Ray Dalton,https://api.spotify.com/v1/artists/4e0nWw2r4BoQSKPQ2zpU13
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,https://api.spotify.com/v1/artists/3YQKmKGau1PzlVlkL1iodx
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR
1vCWHaC5f2uS3yhpwWbIA6,Avicii,https://api.spotify.com/v1/artists/1vCWHaC5f2uS3yhpwWbIA6
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,https://api.spotify.com/v1/artists/15UsOTVnJzReFVN1VCnxy4
2txHhyCwHjUEpJjWrEyqyX,Tom Odell,https://api.spotify.com/v1/artists/2txHhyCwHjUEpJjWrEyqyX
0gadJ2b9A4SKsB1RFkBb66,Passenger,https://api.spotify.com/v1/artists/0gadJ2b9A4SKsB1RFkBb66
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg
7CajNmpbOovFoOoasH2HaY,Calvin Harris,https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,https://api.spotify.com/v1/artists/6l3HvQ5sa6mXTsMTB19rO5
7dGJo4pcD2V6oG8kP0tJRR,Eminem,https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR
64KEffDW9EtZ1y2vBYgq8T,Marshmello,https://api.spotify.com/v1/artists/64KEffDW9EtZ1y2vBYgq8T
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,https://api.spotify.com/v1/artists/7EQ0qTo7fWT7DPxmxtSYEc
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,https://api.spotify.com/v1/artists/7Ln80lUS6He07XvHI8qqHH
540vIaP2JwjQb9dm3aArA4,DJ Snake,https://api.spotify.com/v1/artists/540vIaP2JwjQb9dm3aArA4
50co4Is1HCEo8bhOyUWKpn,Young Thug,https://api.spotify.com/v1/artists/50co4Is1HCEo8bhOyUWKpn
0C0XlULifJtAgn6ZNCW2eu,The Killers,https://api.spotify.com/v1/artists/0C0XlULifJtAgn6ZNCW2eu
4r63FhuTkUYltbVAg5TQnk,DaBaby,https://api.spotify.com/v1/artists/4r63FhuTkUYltbVAg5TQnk
2wY79sveU1sp5g7SokKOiI,Sam Smith,https://api.spotify.com/v1/artists/2wY79sveU1sp5g7SokKOiI
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ
738wLrAtLtCtFOLvQBXOXp,Major Lazer,https://api.spotify.com/v1/artists/738wLrAtLtCtFOLvQBXOXp
0bdfiayQAKewqEvaU6rXCv,MØ,https://api.spotify.com/v1/artists/0bdfiayQAKewqEvaU6rXCv
0VRj0yCOv2FXJNP47XQnx5,Quavo,https://api.spotify.com/v1/artists/0VRj0yCOv2FXJNP47XQnx5
04gDigrS5kc9YWfZHwBETP,Maroon 5,https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C
4q3ewBCX7sLwd24euuV69X,Bad Bunny,https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X
6nVcHLIgY5pE2YCl8ubca1,Jhayco,https://api.spotify.com/v1/artists/6nVcHLIgY5pE2YCl8ubca1
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,https://api.spotify.com/v1/artists/3hv9jJF3adDNsBSIQDqcjp
6vXTefBL93Dj5IqAWq6OTv,French Montana,https://api.spotify.com/v1/artists/6vXTefBL93Dj5IqAWq6OTv
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,https://api.spotify.com/v1/artists/0H39MdGGX6dbnnQPt6NQkZ
5rGrDvrLOV2VV8SCFVGWlj,Imanbek,https://api.spotify.com/v1/artists/5rGrDvrLOV2VV8SCFVGWlj
2DaxqgrOhkeH0fpeiQq2f4,Oasis,https://api.spotify.com/v1/artists/2DaxqgrOhkeH0fpeiQq2f4
6olE6TJLqED3rqDCT0FyPh,Nirvana,https://api.spotify.com/v1/artists/6olE6TJLqED3rqDCT0FyPh
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,https://api.spotify.com/v1/artists/7vk5e3vY1uw9plTHJAMwjN
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,https://api.spotify.com/v1/artists/2KsP6tYLJlTBvSUxnwlVWa
5iNrZmtVMtYev5M9yoWpEq,Seeb,https://api.spotify.com/v1/artists/5iNrZmtVMtYev5M9yoWpEq
1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,https://api.spotify.com/v1/artists/1Oa0bMld0A3u5OTYfMzp5h
3PhoLpVuITZKcymswpck5b,Elton John,https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b
6n28c9qs9hNGriNa72b26u,PNAU,https://api.spotify.com/v1/artists/6n28c9qs9hNGriNa72b26u
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,https://api.spotify.com/v1/artists/6XyY86QOPPrYVGvF9ch6wz
5NGO30tJxFlKixkPSgXcFE,The Police,https://api.spotify.com/v1/artists/5NGO30tJxFlKixkPSgXcFE
6Dd3NScHWwnW6obMFbl1BH,Daya,https://api.spotify.com/v1/artists/6Dd3NScHWwnW6obMFbl1BH
3Nrfpe0tUJi4K4DXYWgMUX,BTS,https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,https://api.spotify.com/v1/artists/4iHNK0tOyZPYnBU7nGAgpQ
4dpARuHxo51G3z768sgnrY,Adele,https://api.spotify.com/v1/artists/4dpARuHxo51G3z768sgnrY
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,https://api.spotify.com/v1/artists/757aE44tKEUQEqRuT6GnEB
6fWVd57NKTalqvmjRd2t8Z,24kGoldn,https://api.spotify.com/v1/artists/6fWVd57NKTalqvmjRd2t8Z
6ASri4ePR7RlsvIQgWPJpS,iann dior,https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,https://api.spotify.com/v1/artists/25u4wHJWxCA9vO0CzxAbK7
1WsYCXdezMjn0KoIrLvMmC,Ed Sheeran & Justin Bieber,https://api.spotify.com/v1/artists/1WsYCXdezMjn0KoIrLvMmC
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,https://api.spotify.com/v1/artists/137W8MRPWKqSmrBGDBFSop
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,https://api.spotify.com/v1/artists/6VuMaDnrHyPL1p4EHjYLi7
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,https://api.spotify.com/v1/artists/4phGZZrJZRo4ElhRtViYdl
0rvjqX7ttXeg3mTy8Xscbt,Journey,https://api.spotify.com/v1/artists/0rvjqX7ttXeg3mTy8Xscbt
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,https://api.spotify.com/v1/artists/4V8Sr092TqfHkfAA5fXXqG
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,https://api.spotify.com/v1/artists/4VMYDCV2IEDYJArk749S6m
5WUlDfRSoLAfcVSX1WnrxN,Sia,https://api.spotify.com/v1/artists/5WUlDfRSoLAfcVSX1WnrxN
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,https://api.spotify.com/v1/artists/5YGY8feqx7naU7z4HrwZM6
06HL4z0CvFAxyc27GXpf02,Taylor Swift,https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02
5JZ7CnR6gTvEMKX4g70Amv,Lauv,https://api.spotify.com/v1/artists/5JZ7CnR6gTvEMKX4g70Amv
4kYSro6naA4h99UJvo89HB,Cardi B,https://api.spotify.com/v1/artists/4kYSro6naA4h99UJvo89HB
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,https://api.spotify.com/v1/artists/5Rl15oVamLq7FbSb0NNBNy
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,https://api.spotify.com/v1/artists/6ltzsmQQbmdoHHbLZ4ZN25
31TPClRtHm23RisEBtV3X7,Justin Timberlake,https://api.spotify.com/v1/artists/31TPClRtHm23RisEBtV3X7
2jzc5TC5TVFLXQlBNiIUzE,a-ha,https://api.spotify.com/v1/artists/2jzc5TC5TVFLXQlBNiIUzE
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,https://api.spotify.com/v1/artists/0C8ZW7ezQVs4URX5aX7Kqx
5CiGnKThu5ctn9pBxv7DGa,benny blanco,https://api.spotify.com/v1/artists/5CiGnKThu5ctn9pBxv7DGa
60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,https://api.spotify.com/v1/artists/60rpJ9SgigSd16DOAG7GSa
5MouCg6ta7zAxsfMEbc1uh,OMI,https://api.spotify.com/v1/artists/5MouCg6ta7zAxsfMEbc1uh
4npEfmQ6YuiwW1GpUmaq3F,Ava Max,https://api.spotify.com/v1/artists/4npEfmQ6YuiwW1GpUmaq3F
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,https://api.spotify.com/v1/artists/1vyhD5VmyZ7KMfW5gqLgo5
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,https://api.spotify.com/v1/artists/6HaGTQPmzraVmaVxvz6EUc
3MdXrJWsbVzdn6fe5JYkSQ,Latto,https://api.spotify.com/v1/artists/3MdXrJWsbVzdn6fe5JYkSQ
3QSQFmccmX81fWCUSPTS7y,Dean Lewis,https://api.spotify.com/v1/artists/3QSQFmccmX81fWCUSPTS7y
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,https://api.spotify.com/v1/artists/7uaIm6Pw7xplS8Dy06V6pT
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,https://api.spotify.com/v1/artists/1i8SpTcr7yvPOmcqrbnVXY
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H
0PFtn5NtBbbUNbU9EAmIWF,TOTO,https://api.spotify.com/v1/artists/0PFtn5NtBbbUNbU9EAmIWF
716NhGYqD1jl2wI1Qkgq36,Bizarrap,https://api.spotify.com/v1/artists/716NhGYqD1jl2wI1Qkgq36
52iwsT98xCoGgiGntTiR7K,Quevedo,https://api.spotify.com/v1/artists/52iwsT98xCoGgiGntTiR7K
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,https://api.spotify.com/v1/artists/7c0XG5cIJTrrAgEC3ULPiq
7gP3bB2nilZXLfPHJhMdvc,Foster The People,https://api.spotify.com/v1/artists/7gP3bB2nilZXLfPHJhMdvc
6bmlMHgSheBauioMgKv2tn,Powfu,https://api.spotify.com/v1/artists/6bmlMHgSheBauioMgKv2tn
35l9BRT7MXmM8bv2WDQiyB,beabadoobee,https://api.spotify.com/v1/artists/35l9BRT7MXmM8bv2WDQiyB
37230BxxYs9ksS7OkZw3IU,Chencho Corleone,https://api.spotify.com/v1/artists/37230BxxYs9ksS7OkZw3IU
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5
7tYKF4w9nC0nq9CsPZTHyP,SZA,https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP
5H1nN1SzW0qNeUEZvuXjAj,Danny Ocean,https://api.spotify.com/v1/artists/5H1nN1SzW0qNeUEZvuXjAj
0vRvGUQVUjytro0xpb26bs,Arizona Zervas,https://api.spotify.com/v1/artists/0vRvGUQVUjytro0xpb26bs
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,https://api.spotify.com/v1/artists/5ZsFI1h6hIdQRw2ti0hz81
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,https://api.spotify.com/v1/artists/20JZFwl6HVl6yg8a4H3ZqK
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,https://api.spotify.com/v1/artists/3qm84nBOXUEQ2vnTfUTTFC
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,https://api.spotify.com/v1/artists/0X2BH1fck6amBIoJhDVmmJ
6MDME20pz9RveH9rEXvrOM,Clean Bandit,https://api.spotify.com/v1/artists/6MDME20pz9RveH9rEXvrOM
3Isy6kedDrgPYoTS1dazA9,Sean Paul,https://api.spotify.com/v1/artists/3Isy6kedDrgPYoTS1dazA9
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,https://api.spotify.com/v1/artists/1zNqDE7qDGCsyzJwohVaoX
790FomKkXshlbRYZFtlgla,KAROL G,https://api.spotify.com/v1/artists/790FomKkXshlbRYZFtlgla
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh
6T5tfhQCknKG4UnH90qGnz,DNCE,https://api.spotify.com/v1/artists/6T5tfhQCknKG4UnH90qGnz
2qxJFvFYMEDqd7ui6kSAcq,Zedd,https://api.spotify.com/v1/artists/2qxJFvFYMEDqd7ui6kSAcq
6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,https://api.spotify.com/v1/artists/6WY7D3jk8zTrHtmkqqo5GI
4lDBihdpMlOalxy1jkUbPl,Grey,https://api.spotify.com/v1/artists/4lDBihdpMlOalxy1jkUbPl
4RSyJzf7ef6Iu2rnLdabNq,Willy William,https://api.spotify.com/v1/artists/4RSyJzf7ef6Iu2rnLdabNq
7H55rcKCfwqkyDFH9wpKM6,Christina Perri,https://api.spotify.com/v1/artists/7H55rcKCfwqkyDFH9wpKM6
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,https://api.spotify.com/v1/artists/1l8Fu6IkuTP0U5QetQJ5Xt
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,https://api.spotify.com/v1/artists/20wkVLutqVOYrc0kxFs7rA
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,https://api.spotify.com/v1/artists/4fxd5Ee7UefO4CUXgwJ7IP
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,https://api.spotify.com/v1/artists/5IH6FPUwQTxPSXurCrcIov
1RyvyyTE3xzB2ZywiAwp0i,Future,https://api.spotify.com/v1/artists/1RyvyyTE3xzB2ZywiAwp0i
3iri9nBFs9e4wN7PLIetAw,gnash,https://api.spotify.com/v1/artists/3iri9nBFs9e4wN7PLIetAw
1QRj3hoop9Mv5VvHQkwPEp,Olivia O'Brien,https://api.spotify.com/v1/artists/1QRj3hoop9Mv5VvHQkwPEp
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,https://api.spotify.com/v1/artists/6Xgp2XMz1fhVYe7i6yNAax
2AsusXITU8P25dlRNhcAbG,Gotye,https://api.spotify.com/v1/artists/2AsusXITU8P25dlRNhcAbG
6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,https://api.spotify.com/v1/artists/6hk7Yq1DU9QcCCrz9uc0Ti
23fqKkggKUBHNkbKtXEls4,Kygo,https://api.spotify.com/v1/artists/23fqKkggKUBHNkbKtXEls4
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,https://api.spotify.com/v1/artists/6DIS6PRrLS3wbnZsf7vYic
6fOMl44jA4Sp5b9PpYCkzz,NF,https://api.spotify.com/v1/artists/6fOMl44jA4Sp5b9PpYCkzz
6vWDO969PvNqNYHIOW5v0m,Beyoncé,https://api.spotify.com/v1/artists/6vWDO969PvNqNYHIOW5v0m
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,https://api.spotify.com/v1/artists/73sIBHcqh3Z3NyqHKZ7FOL
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm
4W12lEvVl5wectUtRNrvDh,White Noise Baby Sleep,https://api.spotify.com/v1/artists/4W12lEvVl5wectUtRNrvDh
4ZfEELHfyKd4odAb6YfDFw,White Noise for Babies,https://api.spotify.com/v1/artists/4ZfEELHfyKd4odAb6YfDFw
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai
3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,https://api.spotify.com/v1/artists/3v6Ji4uoWtKRkhuDUaxi9n
1OAjDaKgg00KCUYqDe68un,Gigi D'Agostino,https://api.spotify.com/v1/artists/1OAjDaKgg00KCUYqDe68un
4xRYI6VqpkE3UwrDrAZL8L,Logic,https://api.spotify.com/v1/artists/4xRYI6VqpkE3UwrDrAZL8L
2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,https://api.spotify.com/v1/artists/2wUjUUtkb5lvLKcGKsKqsR
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,https://api.spotify.com/v1/artists/64M6ah0SkkRsnPGtGiRAbb
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,https://api.spotify.com/v1/artists/3b8QkneNDz4JHKKKlLgYZg
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,https://api.spotify.com/v1/artists/1Xylc3o4UrD53lo9CvFvVg
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,https://api.spotify.com/v1/artists/60d24wfXkVzDSfLS6hyCjZ
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,https://api.spotify.com/v1/artists/0oSGxfWSnnOXhD2fKuz2Gy
5LHRHt1k9lMyONurDHEdrp,Tyga,https://api.spotify.com/v1/artists/5LHRHt1k9lMyONurDHEdrp
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,https://api.spotify.com/v1/artists/4DdkRBBYG6Yk9Ka8tdJ9BW
5INjqkS1o8h1imAzPqGZBb,Tame Impala,https://api.spotify.com/v1/artists/5INjqkS1o8h1imAzPqGZBb
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,https://api.spotify.com/v1/artists/0QHgL1lAIqAw0HtD7YldmP
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,https://api.spotify.com/v1/artists/1anyVhU62p31KFi8MEzkbf
55Aa2cqylxrFIXC767Z865,Lil Wayne,https://api.spotify.com/v1/artists/55Aa2cqylxrFIXC767Z865
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,https://api.spotify.com/v1/artists/7gOdHgIoIKoe4i9Tta6qdD
4F84IBURUo98rz4r61KF70,The White Stripes,https://api.spotify.com/v1/artists/4F84IBURUo98rz4r61KF70
0ECwFtbIWEVNwjlrfc6xoL,Eagles,https://api.spotify.com/v1/artists/0ECwFtbIWEVNwjlrfc6xoL
3uZFBSsMiooimnprFL9jD1,Snow,https://api.spotify.com/v1/artists/3uZFBSsMiooimnprFL9jD1
0lAWpj5szCSwM4rUMHYmrr,Måneskin,https://api.spotify.com/v1/artists/0lAWpj5szCSwM4rUMHYmrr
5lpH0xAS4fVfLkACg9DAuM,Wham!,https://api.spotify.com/v1/artists/5lpH0xAS4fVfLkACg9DAuM
0GM7qgcRCORpGnfcN2tCiB,Tainy,https://api.spotify.com/v1/artists/0GM7qgcRCORpGnfcN2tCiB
4QQgXkCYTt3BlENzhyNETg,Earth; Wind & Fire,https://api.spotify.com/v1/artists/4QQgXkCYTt3BlENzhyNETg
02kJSzxNuaWGqwubyUba0Z,G-Eazy,https://api.spotify.com/v1/artists/02kJSzxNuaWGqwubyUba0Z
711MCceyCBcFnzjGY4Q7Un,AC/DC,https://api.spotify.com/v1/artists/711MCceyCBcFnzjGY4Q7Un
4ofCBoyEiGSePFAG500xev,Regard,https://api.spotify.com/v1/artists/4ofCBoyEiGSePFAG500xev
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,https://api.spotify.com/v1/artists/2RdwBSPQiwcmiDo9kixcl8
3FUY2gzHeIiaesXtOAdB7A,Train,https://api.spotify.com/v1/artists/3FUY2gzHeIiaesXtOAdB7A
181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,https://api.spotify.com/v1/artists/181bsRPaVXVlUKXrxwZfHK
6MPCFvOQv5cIGfw3jODMF0,Internet Money,https://api.spotify.com/v1/artists/6MPCFvOQv5cIGfw3jODMF0
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,https://api.spotify.com/v1/artists/2hlmm7s2ICUX0LVIhVFlZQ
4Gso3d4CscCijv0lmajZWs,Don Toliver,https://api.spotify.com/v1/artists/4Gso3d4CscCijv0lmajZWs
7rkW85dBwwrJtlHRDkJDAC,NAV,https://api.spotify.com/v1/artists/7rkW85dBwwrJtlHRDkJDAC
0DxeaLnv6SyYk2DOqkLO8c,MAGIC!,https://api.spotify.com/v1/artists/0DxeaLnv6SyYk2DOqkLO8c
5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,https://api.spotify.com/v1/artists/5zctI4wO9XSKS8XwcnqEHk
7pFeBzX627ff0VnN6bxPR4,Desiigner,https://api.spotify.com/v1/artists/7pFeBzX627ff0VnN6bxPR4
2gsggkzM5R49q6jpPvazou,Jessie J,https://api.spotify.com/v1/artists/2gsggkzM5R49q6jpPvazou
4VZY0nxYMSNotbS7WjNVQy,Nyla,https://api.spotify.com/v1/artists/4VZY0nxYMSNotbS7WjNVQy
374sWpAJsbZckf98df2jJJ,Fuse ODG,https://api.spotify.com/v1/artists/374sWpAJsbZckf98df2jJJ
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,https://api.spotify.com/v1/artists/2XnBwblw31dfGnspMIwgWz
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,https://api.spotify.com/v1/artists/5p7f24Rk5HkUZsaS3BLG5F
0EmeFodog0BfCgMzAIvKQp,Shakira,https://api.spotify.com/v1/artists/0EmeFodog0BfCgMzAIvKQp
7aBzpmFXB4WWpPl2F7RjBe,Wyclef Jean,https://api.spotify.com/v1/artists/7aBzpmFXB4WWpPl2F7RjBe
2cFrymmkijnjDg9SS92EPM,blackbear,https://api.spotify.com/v1/artists/2cFrymmkijnjDg9SS92EPM
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,https://api.spotify.com/v1/artists/7hJcb9fa4alzcOq3EaNPoG
